x,y
14.648912,101.207259
14.648639,101.207437
14.648427,101.207556
14.648187,101.207642
14.647930,101.207707
14.647672,101.207765
14.647401,101.207779
14.645528,101.207703
14.644176,101.207642
14.643550,101.207698
14.643140,101.207789
14.642782,101.207902
14.642343,101.208071
14.641940,101.208297
14.641609,101.208552
14.640643,101.209442
14.640301,101.209757
14.639927,101.210047
14.639433,101.210357
14.637811,101.211133
14.637512,101.211302
14.637207,101.211570
14.636999,101.211846
14.636862,101.212110
14.636782,101.212532
14.636785,101.212869
14.636830,101.213156
14.636961,101.213433
14.637197,101.213753
14.637473,101.213994
14.638822,101.214827
14.639157,101.214995
14.639456,101.215106
14.639833,101.215208
14.640322,101.215314
14.640577,101.215313
14.640852,101.215306
14.644662,101.214867
14.645253,101.214827
14.645741,101.214826
14.646210,101.214982
14.646589,101.215159
14.646923,101.215438
14.647170,101.215752
14.647411,101.216093
14.647550,101.216526
14.647625,101.217076
14.647543,101.217838
14.647485,101.218138
14.647165,101.219750
14.647070,101.220459
14.647097,101.220827
14.647255,101.221462
14.647501,101.221992
14.647974,101.223010
14.648699,101.224485
14.648908,101.225060
14.649030,101.225495
14.649092,101.225911
14.649143,101.226493
14.649146,101.227097
14.649055,101.227759
14.647533,101.236626
14.647403,101.238051
14.647377,101.239431
14.647822,101.249713
14.647916,101.251890
14.647938,101.252404
14.647958,101.252869
14.647970,101.253140
14.648016,101.254210
14.648323,101.261290
14.648418,101.263501
14.648952,101.274826
14.649065,101.276336
14.649382,101.278273
14.652502,101.294553
14.653498,101.299940
14.653831,101.301728
14.656110,101.313973
14.656333,101.314831
14.656592,101.315546
14.659283,101.322079
14.659542,101.322788
14.661767,101.332038
14.661935,101.332836
14.662032,101.333594
14.662045,101.334971
14.661972,101.335656
14.661813,101.336463
14.661120,101.338980
14.658763,101.347544
14.658423,101.348778
14.658328,101.349681
14.658360,101.350134
14.658413,101.350401
14.658447,101.350574
14.658588,101.351001
14.658780,101.351406
14.658842,101.351493
14.659300,101.352133
14.659983,101.352709
14.661315,101.353454
14.661965,101.353818
14.662327,101.354093
14.662633,101.354419
14.662885,101.354779
14.663750,101.356201
14.663980,101.356511
14.664537,101.357049
14.664855,101.357266
14.665560,101.357554
14.665928,101.357628
14.667780,101.357796
14.668132,101.357919
14.668485,101.358018
14.668810,101.358176
14.669392,101.358589
14.669877,101.359111
14.670250,101.359721
14.670388,101.360049
14.670558,101.360723
14.670783,101.362379
14.670985,101.363289
14.672892,101.369444
14.673846,101.372612
14.673981,101.373177
14.674101,101.373750
14.674386,101.374691
14.674622,101.375289
14.674824,101.375837
14.675091,101.376847
14.675177,101.377461
14.675229,101.378096
14.675104,101.383921
14.674988,101.387316
14.675017,101.387888
14.675170,101.388789
14.675372,101.389408
14.675663,101.390029
14.676537,101.391575
14.678290,101.394676
14.678740,101.395346
14.679010,101.395661
14.679645,101.396248
14.680897,101.397077
14.684423,101.398988
14.699337,101.406288
14.700340,101.406800
14.701116,101.407352
14.701130,101.407362
14.702588,101.408564
14.705048,101.410591
14.706415,101.411692
14.707573,101.412624
14.707961,101.412936
14.714678,101.418202
14.721697,101.423829
14.725205,101.426698
14.728682,101.429528
14.732031,101.432208
14.735485,101.434922
14.738983,101.437740
14.741371,101.439671
14.741938,101.440044
14.742820,101.440583
14.743120,101.440754
14.745195,101.441708
14.749856,101.444095
14.752180,101.445214
14.753243,101.445816
14.753940,101.446292
14.754539,101.446764
14.755031,101.447192
14.755758,101.447927
14.756084,101.448272
14.756378,101.448623
14.761742,101.455511
14.763423,101.457738
14.774336,101.471768
14.776993,101.475179
14.777837,101.476166
14.778292,101.476626
14.778928,101.477209
14.779775,101.477876
14.780858,101.478571
14.782178,101.479256
14.782760,101.479503
14.783374,101.479709
14.783943,101.479901
14.785145,101.480181
14.786975,101.480409
14.797412,101.481193
14.798642,101.481344
14.800462,101.481736
14.801650,101.482106
14.802813,101.482558
14.808510,101.485154
14.809625,101.485801
14.810595,101.486483
14.811468,101.487334
14.812213,101.488273
14.812533,101.488769
14.813065,101.489808
14.814439,101.493403
14.815654,101.496584
14.816066,101.497662
14.816868,101.499760
14.816900,101.499846
14.817302,101.500898
14.817703,101.502159
14.817830,101.502805
14.817835,101.502829
14.818048,101.503914
14.818172,101.505238
14.818248,101.514671
14.818338,101.515483
14.818502,101.516298
14.818735,101.517083
14.819022,101.517818
14.819355,101.518508
14.819933,101.519466
14.820382,101.520051
14.820888,101.520598
14.821722,101.521348
14.827547,101.526181
14.828110,101.526738
14.828620,101.527339
14.829272,101.528313
14.829602,101.529006
14.831885,101.535138
14.832375,101.536141
14.833097,101.536973
14.833682,101.537436
14.834653,101.538009
14.836677,101.538926
14.837733,101.539354
14.838430,101.539701
14.839082,101.540131
14.839655,101.540624
14.840167,101.541159
14.840598,101.541726
14.842531,101.544318
14.845675,101.548533
14.846008,101.549074
14.846385,101.549536
14.847383,101.550498
14.847953,101.551199
14.848302,101.551534
14.849093,101.552118
14.849517,101.552389
14.849970,101.552611
14.850810,101.552871
14.850945,101.552913
14.851933,101.553021
14.852895,101.552929
14.853793,101.552666
14.854593,101.552258
14.855525,101.551501
14.856643,101.550593
14.857273,101.550163
14.857945,101.549811
14.858658,101.549504
14.859022,101.549369
14.859742,101.549216
14.860419,101.549228
14.861130,101.549241
14.862705,101.549554
14.864090,101.549774
14.865052,101.549989
14.865783,101.550209
14.866558,101.550538
14.867267,101.550934
14.867895,101.551379
14.868425,101.551864
14.869178,101.552683
14.871265,101.555146
14.876502,101.561323
14.877047,101.562214
14.877248,101.562708
14.877388,101.563228
14.877472,101.563769
14.877490,101.564321
14.877438,101.564881
14.877322,101.565436
14.877145,101.565995
14.876886,101.566540
14.876591,101.567058
14.876065,101.567947
14.875665,101.568640
14.874274,101.571051
14.872880,101.573424
14.868619,101.580748
14.863234,101.589861
14.862826,101.590685
14.862540,101.591389
14.862341,101.592149
14.861995,101.593384
14.861794,101.594218
14.861460,101.595608
14.861331,101.596141
14.861208,101.596649
14.860996,101.597534
14.860532,101.599453
14.857862,101.610515
14.856770,101.615011
14.856728,101.615301
14.856555,101.616505
14.856535,101.617264
14.856578,101.618057
14.856681,101.618768
14.857030,101.620146
14.857302,101.620845
14.859600,101.625622
14.863130,101.632956
14.864925,101.636684
14.867200,101.641411
14.868326,101.643732
14.869243,101.645634
14.869699,101.646566
14.874958,101.657324
14.880400,101.668711
14.881859,101.671759
14.882823,101.673772
14.883034,101.674213
14.887167,101.682813
14.888596,101.685734
14.889019,101.686592
14.862839,101.699225
14.863708,101.702657
14.863955,101.703671
14.864563,101.706161
14.865109,101.708347
14.865902,101.711576
14.867666,101.718724
14.868806,101.723211
14.869892,101.727501
14.869912,101.727597
14.870116,101.728616
14.870264,101.729552
14.870302,101.729817
14.870398,101.730919
14.870423,101.732020
14.870420,101.732681
14.870404,101.733336
14.870342,101.735016
14.870297,101.737817
14.870255,101.745176
14.870104,101.751078
14.870050,101.754809
14.870023,101.756645
14.869984,101.759320
14.869775,101.773664
14.869734,101.776506
14.869692,101.779401
14.869569,101.787843
14.869506,101.792177
14.869415,101.798464
14.869206,101.812801
14.869150,101.816672
14.869107,101.819650
14.869080,101.822016
14.869036,101.824517
14.869024,101.825727
14.869061,101.826754
14.869065,101.826856
14.869174,101.828025
14.869358,101.829200
14.869749,101.830795
14.869995,101.831564
14.870289,101.832353
14.872446,101.837435
14.873891,101.840825
14.874609,101.842494
14.875202,101.843926
14.875385,101.844343
14.876643,101.847321
14.879652,101.854409
14.880402,101.856176
14.881162,101.857965
14.887614,101.873165
14.888868,101.876121
14.888943,101.876275
14.889866,101.878471
14.889965,101.878703
14.894804,101.890105
14.895987,101.892890
14.896753,101.894695
14.900063,101.902494
14.902319,101.907782
14.904184,101.912199
14.845773,101.631838
14.844641,101.632145
14.844510,101.631623
14.844399,101.631180
14.845108,101.630986
14.845354,101.630920
14.845532,101.630873
14.845603,101.631157
14.845684,101.631481
14.845773,101.631838
14.845105,101.627691
14.844973,101.627721
14.852053,101.655681
14.851921,101.655713
14.855348,101.669321
14.855537,101.669267
14.847853,101.638886
14.847722,101.638918
14.861176,101.692334
14.862410,101.697475
14.859285,101.684948
14.859154,101.684981
14.860712,101.691225
14.860390,101.689990
14.860287,101.689579
14.860198,101.689108
14.860171,101.689018
14.859368,101.685795
14.859154,101.684981
14.858642,101.682889
14.858452,101.682044
14.856458,101.673852
14.856400,101.673612
14.855902,101.671694
14.855365,101.669370
14.855348,101.669321
14.855082,101.668248
14.854840,101.667301
14.853964,101.663861
14.853934,101.663742
14.852812,101.659334
14.852737,101.659037
14.852438,101.657865
14.852087,101.656484
14.852040,101.656299
14.851921,101.655713
14.851704,101.654963
14.851572,101.654434
14.850435,101.649852
14.849190,101.644833
14.849151,101.644679
14.848637,101.642656
14.848410,101.641693
14.848349,101.641446
14.848083,101.640373
14.847948,101.639828
14.847823,101.639328
14.847722,101.638918
14.845931,101.631686
14.845754,101.630989
14.845118,101.628326
14.844973,101.627721
14.844826,101.627128
14.844546,101.626001
14.843128,101.620283
14.843021,101.619844
14.842899,101.619345
14.842856,101.619169
14.842828,101.619045
14.842215,101.616367
14.841840,101.614697
14.840704,101.610368
14.840689,101.610311
14.840499,101.609589
14.839781,101.606851
14.839492,101.605744
14.839294,101.604990
14.839161,101.604270
14.839081,101.603552
14.839054,101.602866
14.839078,101.602377
14.839087,101.602200
14.839208,101.601300
14.839388,101.600548
14.839723,101.599592
14.840256,101.598505
14.840858,101.597274
14.841884,101.595180
14.842708,101.593497
14.843769,101.591319
14.843897,101.591056
14.844143,101.590550
14.845107,101.588570
14.845329,101.588086
14.845347,101.588049
14.847854,101.582991
14.850064,101.578480
14.850291,101.577898
14.850543,101.577105
14.850720,101.576283
14.850807,101.575452
14.850794,101.574643
14.850760,101.574068
14.850679,101.573429
14.850506,101.572662
14.850151,101.571623
14.849264,101.569490
14.849171,101.569253
14.846431,101.562655
14.845961,101.561596
14.845539,101.560796
14.845141,101.560135
14.844742,101.559468
14.844321,101.558880
14.843854,101.558283
14.843179,101.557494
14.842016,101.556271
14.841303,101.555599
14.840520,101.554948
14.839725,101.554357
14.838901,101.553815
14.825901,101.545901
14.822821,101.544026
14.822414,101.543766
14.822004,101.543530
14.821441,101.543269
14.821032,101.543120
14.820365,101.542921
14.819651,101.542778
14.819098,101.542721
14.818646,101.542703
14.818115,101.542712
14.816786,101.542811
14.816507,101.542823
14.816225,101.542818
14.815935,101.542797
14.815597,101.542738
14.815310,101.542672
14.815023,101.542589
14.814571,101.542424
14.814350,101.542323
14.814318,101.542309
14.814077,101.542169
14.813136,101.541580
14.812812,101.541414
14.812473,101.541264
14.812109,101.541142
14.811671,101.541042
14.811253,101.540962
14.810676,101.540867
14.805264,101.539957
14.804614,101.539822
14.804064,101.539676
14.803513,101.539477
14.802926,101.539179
14.802338,101.538788
14.801992,101.538502
14.801723,101.538247
14.801465,101.537953
14.801232,101.537652
14.800959,101.537200
14.800666,101.536649
14.797566,101.530762
14.797157,101.530121
14.796708,101.529531
14.796255,101.529026
14.795763,101.528550
14.795038,101.527967
14.794369,101.527544
14.793594,101.527139
14.793081,101.526920
14.792547,101.526736
14.791614,101.526474
14.791427,101.526417
14.789689,101.525931
14.788036,101.525555
14.786436,101.525101
14.785678,101.524885
14.778081,101.522775
14.777071,101.522493
14.776143,101.522223
14.775622,101.522106
14.775273,101.522038
14.774976,101.521977
14.773886,101.521766
14.773565,101.521683
14.772340,101.521366
14.771897,101.521227
14.771536,101.521093
14.771179,101.520934
14.770813,101.520795
14.770402,101.520668
14.769641,101.520460
14.765356,101.519224
14.765337,101.519219
14.765299,101.519209
14.761835,101.518309
14.759338,101.517659
14.756244,101.516857
14.755714,101.516699
14.862665,101.698219
14.862747,101.698182
14.864394,101.697467
14.866334,101.696647
14.869501,101.695326
14.870727,101.694803
14.871467,101.694493
14.872017,101.694262
14.873233,101.693748
14.876133,101.692524
14.878066,101.691726
14.878528,101.691528
14.880333,101.690752
14.880836,101.690535
14.881512,101.690248
14.882664,101.689758
14.883196,101.689532
14.886211,101.688253
14.887296,101.687782
14.888835,101.687140
14.864049,101.698434
14.863875,101.698506
14.863733,101.698541
14.863553,101.698576
14.863328,101.698606
14.862970,101.698631
14.862310,101.698723
14.862108,101.698767
14.861821,101.698844
14.860988,101.699133
14.861176,101.692334
14.861252,101.692568
14.861769,101.694170
14.862287,101.697450
14.861312,101.693399
14.861004,101.692221
14.860712,101.691225
14.862410,101.697475
14.862839,101.699225
14.862729,101.699257
14.862455,101.698124
14.862397,101.697877
14.862287,101.697450
14.866675,101.696733
14.865679,101.697255
14.865374,101.697426
14.865125,101.697640
14.865018,101.697770
14.864840,101.697938
14.864517,101.698271
14.864359,101.698417
14.864192,101.698534
14.863971,101.698637
14.863723,101.698720
14.863467,101.698759
14.862342,101.698868
14.862130,101.698902
14.861969,101.698942
14.861825,101.698995
14.861732,101.699047
14.861669,101.699085
14.861573,101.699163
14.861491,101.699255
14.861422,101.699385
14.861382,101.699515
14.861372,101.699657
14.861403,101.699776
14.861473,101.699930
14.861576,101.700037
14.861730,101.700123
14.861884,101.700157
14.862049,101.700145
14.862195,101.700079
14.862329,101.699979
14.862405,101.699873
14.862464,101.699731
14.862505,101.699557
14.862503,101.699325
14.862503,101.699325
14.862466,101.699014
14.862303,101.698222
14.861162,101.698225
14.861340,101.698148
14.861452,101.698110
14.861688,101.698063
14.862832,101.697957
14.863039,101.697913
14.863265,101.697870
14.863336,101.697854
14.863520,101.697791
14.864394,101.697467
14.865018,101.697770
14.864865,101.697980
14.864578,101.698327
14.863611,101.699387
14.863511,101.699531
14.863451,101.699659
14.863411,101.699780
14.863378,101.699945
14.863369,101.700118
14.863373,101.700305
14.863414,101.700594
14.863630,101.701694
14.864432,101.706185
14.864071,101.704999
14.863862,101.704358
14.858773,101.699824
14.859150,101.699581
14.859671,101.699336
14.859842,101.699224
14.860073,101.699027
14.860235,101.698881
14.860874,101.698237
14.861049,101.698089
14.861192,101.698006
14.861474,101.697895
14.861805,101.697839
14.862818,101.697828
14.862964,101.697810
14.863103,101.697783
14.863240,101.697746
14.863365,101.697702
14.863454,101.697652
14.863532,101.697597
14.863620,101.697520
14.863684,101.697437
14.863758,101.697296
14.863785,101.697201
14.863804,101.697082
14.863789,101.696924
14.863703,101.696759
14.863591,101.696642
14.863444,101.696566
14.863276,101.696521
14.863160,101.696530
14.863024,101.696563
14.862889,101.696644
14.862770,101.696766
14.862688,101.696911
14.862643,101.697057
14.862610,101.697233
14.862610,101.697355
14.862619,101.697466
14.862487,101.700994
14.862208,101.700829
14.860593,101.699870
14.860411,101.699777
14.860243,101.699724
14.860107,101.699704
14.859929,101.699701
14.859775,101.699728
14.859493,101.699823
14.859013,101.699982
14.858896,101.700026
14.860235,101.698881
14.860661,101.698362
14.861423,101.697502
14.861540,101.697341
14.861646,101.697163
14.861726,101.696982
14.861777,101.696767
14.861797,101.696506
14.861765,101.696219
14.861432,101.694462
14.862619,101.697466
14.862703,101.697996
14.869602,101.776498
14.869734,101.776506
14.869506,101.792177
14.869374,101.792171
14.870023,101.756645
14.869891,101.756641
14.888007,101.724118
14.887920,101.723247
14.887878,101.722866
14.887852,101.722595
14.887740,101.721552
14.887751,101.721518
14.887771,101.721497
14.887825,101.721481
14.888091,101.721511
14.888552,101.721512
14.888612,101.721512
14.888738,101.721513
14.889385,101.721496
14.889835,101.721490
14.890320,101.721480
14.891187,101.721403
14.892155,101.721291
14.892518,101.721276
14.892614,101.721260
14.892600,101.721363
14.892676,101.722233
14.892728,101.722825
14.892793,101.723562
14.891223,101.686119
14.891119,101.685933
14.890750,101.685230
14.890510,101.684775
14.890380,101.684530
14.889847,101.683488
14.889824,101.683444
14.889342,101.682514
14.889248,101.682324
14.888972,101.681800
14.888039,101.680010
14.887290,101.678571
14.886729,101.677478
14.886529,101.677089
14.885846,101.675776
14.885678,101.675452
14.885577,101.675257
14.885271,101.674669
14.884399,101.672993
14.884305,101.672809
14.883929,101.672078
14.883452,101.671151
14.883392,101.671034
14.883061,101.670350
14.882403,101.669054
14.882318,101.668838
14.882305,101.668783
14.882271,101.668631
14.882220,101.668200
14.882259,101.666445
14.882267,101.666110
14.882303,101.665009
14.882308,101.664871
14.882314,101.664680
14.882328,101.664270
14.882347,101.663459
14.882399,101.661562
14.882418,101.660889
14.882438,101.660344
14.882479,101.659281
14.882503,101.658658
14.882591,101.656124
14.882611,101.655954
14.882661,101.655788
14.882762,101.655538
14.882942,101.655166
14.882978,101.655091
14.883262,101.654552
14.883865,101.653566
14.884598,101.652411
14.885356,101.651201
14.886101,101.650090
14.886374,101.649648
14.886680,101.649120
14.886825,101.648832
14.886924,101.648589
14.886968,101.648410
14.886993,101.648191
14.887003,101.647935
14.887013,101.644918
14.887013,101.644610
14.886994,101.641887
14.886964,101.639849
14.886959,101.639591
14.886954,101.639327
14.886951,101.639206
14.886928,101.639085
14.886881,101.639020
14.886829,101.638996
14.886761,101.638990
14.886662,101.639026
14.881760,101.641280
14.881396,101.641327
14.881010,101.641280
14.880730,101.641222
14.879204,101.640953
